,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
1017,ECs_1261,HW372_14965,99.602,502,2,0,1,502,1,502,0.0,999.0,502,1.0,<=>
1018,ECs_1263,HW372_14960,99.273,275,2,0,1,275,1,275,0.0,539.0,276,0.9963768115942029,<=>
1019,ECs_1264,HW372_14955,98.933,375,4,0,1,375,1,375,0.0,762.0,375,1.0,<=>
1020,ECs_1265,HW372_14950,99.054,423,4,0,1,423,1,423,0.0,864.0,423,1.0,<=>
1021,ECs_1266,HW372_14945,99.237,262,2,0,93,354,1,262,0.0,533.0,354,0.7401129943502824,<=>
1022,ECs_1267,HW372_14940,99.27,137,1,0,1,137,1,137,9.42e-100,279.0,137,1.0,<=>
1023,ECs_1268,HW372_14935,99.32,441,3,0,1,441,1,441,0.0,902.0,441,1.0,<=>
1024,ECs_1269,HW372_14930,97.768,672,15,0,1,672,1,672,0.0,1370.0,672,1.0,<=>
1025,ECs_1270,HW372_14925,97.893,807,17,0,1,807,1,807,0.0,1624.0,807,1.0,<=>
1026,ECs_1271,HW372_14920,95.721,444,19,0,1,444,1,444,0.0,869.0,452,0.9823008849557522,<=>
1027,ECs_1272,HW372_08105,31.373,510,328,11,36,532,9,509,2.99e-68,226.0,536,0.9514925373134329,
1028,ECs_1275,HW372_05430,55.642,257,114,0,4,260,5,261,4.8100000000000004e-107,307.0,260,0.9884615384615385,
1029,ECs_1276,HW372_19220,33.168,202,128,4,3,197,10,211,3.94e-35,122.0,229,0.8820960698689956,
1030,ECs_1278,HW372_14595,30.465,860,551,17,14,839,30,876,1.34e-121,385.0,840,1.0238095238095237,
1031,ECs_1279,HW372_19220,35.622,233,134,6,8,227,11,240,2.91e-42,140.0,233,1.0,
1032,ECs_1280,HW372_07270,31.884,138,81,7,8,142,10,137,1.46e-08,49.3,186,0.7419354838709677,
1033,ECs_1282,HW372_18485,27.603,1210,729,52,46,1217,46,1146,1.4200000000000001e-44,174.0,1270,0.952755905511811,<=>
1034,ECs_1284,HW372_06290,31.092,119,82,0,3,121,6,124,7.2e-12,55.5,122,0.9754098360655737,
1035,ECs_1285,HW372_14085,35.685,241,152,1,12,252,6,243,5.15e-51,164.0,253,0.9525691699604744,
1036,ECs_1286,HW372_19025,41.026,78,44,1,2,79,4,79,6.75e-15,65.9,182,0.42857142857142855,
1037,ECs_1288,HW372_04735,25.148,338,223,13,4,328,7,327,6.85e-16,75.5,386,0.8756476683937824,
1038,ECs_1289,HW372_14835,33.174,419,246,12,6,402,3,409,6.86e-58,201.0,852,0.49178403755868544,
1039,ECs_1289,HW372_14835,28.079,203,138,3,591,792,149,344,8.03e-16,77.4,852,0.23826291079812206,
1040,ECs_1290,HW372_14835,27.074,229,142,9,124,338,128,345,4.14e-09,55.1,407,0.5626535626535627,
1041,ECs_1292,HW372_13965,42.466,219,125,1,11,229,6,223,2.93e-59,184.0,235,0.9319148936170213,
1042,ECs_1294,HW372_13960,25.362,276,177,11,122,377,91,357,6.3e-11,60.8,436,0.6330275229357798,
1043,ECs_1297,HW372_14090,28.295,258,181,3,10,264,6,262,3.78e-21,89.0,313,0.8242811501597445,
1044,ECs_1299,HW372_14915,99.25,400,3,0,1,400,1,400,0.0,822.0,400,1.0,<=>
1045,ECs_1300,HW372_14910,97.686,605,14,0,1,605,1,605,0.0,1211.0,605,1.0,<=>
1046,ECs_1302,HW372_14900,97.959,98,2,0,1,98,1,98,1.83e-68,197.0,98,1.0,<=>
1047,ECs_1303,HW372_14890,91.824,477,23,1,1,461,1,477,0.0,910.0,461,1.03470715835141,<=>
1048,ECs_1304,HW372_14885,93.583,187,12,0,1,187,1,187,1.3100000000000001e-133,369.0,187,1.0,<=>
1049,ECs_1305,HW372_08065,26.685,371,212,15,423,751,4,356,3.05e-16,79.7,786,0.4720101781170484,
1050,ECs_1307,HW372_04145,93.945,512,31,0,1,512,1,512,0.0,990.0,512,1.0,
1051,ECs_1308,HW372_20730,100.0,115,0,0,1,115,1,115,7.289999999999999e-82,232.0,115,1.0,
1052,ECs_1309,HW372_20725,98.413,126,2,0,1,126,1,126,1.1500000000000001e-88,250.0,126,1.0,
1053,ECs_1311,HW372_23715,35.206,267,171,2,1,267,114,378,4.12e-49,164.0,272,0.9816176470588235,
1054,ECs_1316,HW372_22110,76.471,119,28,0,1,119,1,119,6.38e-59,174.0,119,1.0,
1055,ECs_1317,HW372_21635,40.221,542,318,5,1,539,5,543,3.6e-146,429.0,539,1.0055658627087198,
1056,ECs_1327,HW372_05640,26.733,202,125,7,1,200,107,287,2.25e-07,47.0,205,0.9853658536585366,
1057,ECs_1330,HW372_18195,93.103,87,6,0,1,87,1,87,1.29e-57,169.0,87,1.0,
1058,ECs_1336,HW372_04145,40.132,152,91,0,2,153,353,504,5.53e-28,105.0,161,0.9440993788819876,
1059,ECs_1337,HW372_04160,96.454,141,5,0,1,141,1,141,1.36e-97,274.0,141,1.0,<=>
1060,ECs_1338,HW372_18805,96.552,116,4,0,1,116,1,116,2.0599999999999999e-81,231.0,116,1.0,<=>
1061,ECs_1339,HW372_04145,63.86,487,172,1,48,534,27,509,0.0,648.0,537,0.9068901303538175,
1062,ECs_1340,HW372_20735,29.389,262,172,5,21,277,21,274,3.04e-33,123.0,285,0.9192982456140351,
1063,ECs_1341,HW372_20730,36.735,98,62,0,6,103,9,106,1.52e-16,67.0,113,0.8672566371681416,
1064,ECs_1354,HW372_03205,35.256,312,161,7,26,327,23,303,3.5e-45,154.0,346,0.9017341040462428,
1065,ECs_1360,HW372_04220,99.425,696,4,0,1,696,1,696,0.0,1420.0,696,1.0,<=>
1066,ECs_1362,HW372_04395,43.103,58,33,0,1,58,277,334,7.39e-13,58.5,72,0.8055555555555556,<=>
1067,ECs_1370,HW372_14540,70.732,369,105,1,4,369,2,370,0.0,544.0,374,0.9866310160427807,<=>
1068,ECs_1374,HW372_18550,96.711,152,5,0,1,152,1,152,1.73e-107,300.0,152,1.0,<=>
1069,ECs_1376,HW372_14630,77.059,170,38,1,1,169,1,170,3.4499999999999997e-93,265.0,169,1.0059171597633136,<=>
1070,ECs_1377,HW372_18495,84.951,206,31,0,1,206,1,206,1.33e-131,365.0,207,0.9951690821256038,<=>
1071,ECs_1380,HW372_23715,26.042,288,205,3,3,288,101,382,1.9699999999999999e-28,109.0,295,0.976271186440678,
1072,ECs_1386,HW372_09180,92.556,403,30,0,8,410,5,407,0.0,785.0,410,0.9829268292682927,<=>
1073,ECs_1387,HW372_09185,89.72,214,20,1,1,212,1,214,7.48e-145,399.0,212,1.009433962264151,<=>
1074,ECs_1393,HW372_04160,82.979,141,24,0,1,141,1,141,2.94e-84,240.0,141,1.0,
1075,ECs_1395,HW372_20680,96.552,290,10,0,1,290,1,290,0.0,572.0,290,1.0,<=>
1076,ECs_1396,HW372_20675,89.357,949,100,1,1,949,1,948,0.0,1669.0,949,1.0,<=>
1077,ECs_1397,HW372_09020,92.443,794,60,0,1,794,1,794,0.0,1450.0,794,1.0,<=>
1078,ECs_1398,HW372_09015,98.671,301,4,0,1,301,1,301,0.0,615.0,301,1.0,<=>
1079,ECs_1399,HW372_09010,96.348,356,13,0,1,356,1,356,0.0,706.0,356,1.0,<=>
1080,ECs_1401,HW372_20665,91.176,272,24,0,1,272,1,272,0.0,520.0,272,1.0,
1081,ECs_1402,HW372_08990,95.031,161,8,0,1,161,1,161,5.19e-116,322.0,161,1.0,<=>
1082,ECs_1403,HW372_04065,99.367,158,1,0,1,158,1,158,8.28e-115,319.0,158,1.0,<=>
1083,ECs_1404,HW372_14415,97.26,73,2,0,1,73,1,73,9.61e-52,152.0,73,1.0,<=>
1084,ECs_1405,HW372_08975,93.22,118,8,0,1,118,1,118,1.5e-80,229.0,124,0.9516129032258065,
1085,ECs_1406,HW372_20640,92.742,124,9,0,1,124,1,124,1.88e-83,237.0,124,1.0,
1086,ECs_1407,HW372_20635,92.593,162,12,0,2,163,1,162,3.12e-111,310.0,163,0.9938650306748467,
1087,ECs_1408,HW372_14390,89.231,65,7,0,1,65,1,65,1.94e-38,119.0,65,1.0,<=>
1088,ECs_1409,HW372_04030,92.473,279,21,0,1,279,1,279,0.0,544.0,280,0.9964285714285714,<=>
1089,ECs_1410,HW372_14375,98.397,312,5,0,1,312,1,312,0.0,633.0,312,1.0,<=>
1090,ECs_1411,HW372_14370,100.0,245,0,0,1,245,1,245,0.0,507.0,245,1.0,<=>
1091,ECs_1412,HW372_14365,98.913,184,2,0,1,184,1,184,3.2899999999999996e-134,370.0,184,1.0,<=>
1092,ECs_1413,HW372_14360,97.546,163,4,0,11,173,1,163,3.16e-111,310.0,173,0.9421965317919075,<=>
1093,ECs_1414,HW372_14355,100.0,277,0,0,1,277,1,277,0.0,570.0,277,1.0,<=>
1094,ECs_1415,HW372_14350,100.0,138,0,0,1,138,1,138,3.95e-100,280.0,138,1.0,<=>
1095,ECs_1416,HW372_14345,100.0,129,0,0,1,129,1,129,4.02e-95,266.0,129,1.0,<=>
1096,ECs_1417,HW372_14340,100.0,216,0,0,1,216,1,216,7.490000000000001e-163,445.0,216,1.0,<=>
1097,ECs_1419,HW372_14335,98.675,151,2,0,1,151,1,151,4.61e-105,293.0,151,1.0,<=>
1098,ECs_1420,HW372_14330,98.684,152,2,0,1,152,1,152,2.14e-104,292.0,152,1.0,<=>
1099,ECs_1421,HW372_14325,99.091,110,1,0,1,110,1,110,1.52e-75,216.0,110,1.0,<=>
1100,ECs_1422,HW372_14320,98.058,103,2,0,1,103,1,103,9.26e-73,208.0,103,1.0,<=>
1101,ECs_1423,HW372_14315,100.0,177,0,0,1,177,1,177,6.320000000000001e-132,363.0,177,1.0,<=>
1102,ECs_1424,HW372_14310,98.377,493,8,0,1,493,1,493,0.0,1002.0,493,1.0,<=>
1103,ECs_1425,HW372_14305,99.74,385,1,0,1,385,1,385,0.0,779.0,385,1.0,<=>
1104,ECs_1426,HW372_14300,100.0,500,0,0,1,500,12,511,0.0,1035.0,500,1.0,<=>
1105,ECs_1427,HW372_14295,99.881,837,1,0,1,837,11,847,0.0,1719.0,837,1.0,<=>
1106,ECs_1428,HW372_14290,97.333,75,2,0,1,75,1,75,3.21e-51,151.0,75,1.0,<=>
1107,ECs_1429,HW372_14285,97.581,124,3,0,1,124,1,124,3.73e-86,244.0,124,1.0,<=>
1108,ECs_1432,HW372_14275,99.673,306,1,0,1,306,1,306,0.0,630.0,306,1.0,<=>
1109,ECs_1433,HW372_14270,98.286,350,6,0,1,350,1,350,0.0,725.0,350,1.0,<=>
1110,ECs_1434,HW372_14265,99.476,191,1,0,1,191,1,191,6.75e-141,387.0,191,1.0,<=>
1111,ECs_1435,HW372_14260,97.872,188,4,0,1,188,1,188,1.46e-133,369.0,188,1.0,<=>
1112,ECs_1436,HW372_14255,91.892,37,2,1,1,37,1,36,1.44e-16,61.6,37,1.0,<=>
1113,ECs_1437,HW372_14250,98.925,372,4,0,1,372,1,372,0.0,765.0,372,1.0,<=>
1114,ECs_1438,HW372_14245,98.81,84,1,0,1,84,1,84,7.61e-60,174.0,84,1.0,<=>
1115,ECs_1439,HW372_14240,100.0,81,0,0,1,81,1,81,5.74e-57,166.0,81,1.0,<=>
1116,ECs_1440,HW372_14235,99.138,348,3,0,1,348,1,348,0.0,716.0,348,1.0,<=>
1117,ECs_1441,HW372_14230,98.925,186,2,0,1,186,1,186,2.2e-136,375.0,186,1.0,<=>
1118,ECs_1442,HW372_14225,100.0,215,0,0,1,215,1,215,7.33e-162,442.0,215,1.0,<=>
1119,ECs_1443,HW372_14220,99.751,402,1,0,1,402,1,402,0.0,799.0,402,1.0,<=>
1120,ECs_1444,HW372_14215,99.485,194,1,0,1,194,1,194,4.19e-149,408.0,194,1.0,<=>
1121,ECs_1445,HW372_14210,99.07,215,2,0,1,215,1,215,5.98e-159,435.0,215,1.0,<=>
1122,ECs_1446,HW372_14205,99.023,307,3,0,1,307,1,307,0.0,628.0,307,1.0,<=>
1123,ECs_1447,HW372_14200,99.804,511,1,0,1,511,1,511,0.0,1008.0,511,1.0,<=>
1124,ECs_1448,HW372_14195,98.551,138,2,0,1,138,1,138,1.49e-98,276.0,138,1.0,<=>
1125,ECs_1449,HW372_14190,100.0,97,0,0,1,97,1,97,1.4e-66,192.0,97,1.0,<=>
1126,ECs_1450,HW372_14185,96.347,219,8,0,1,219,1,219,6.53e-152,417.0,219,1.0,<=>
1127,ECs_1451,HW372_14180,99.275,138,1,0,1,138,1,138,1.38e-99,279.0,138,1.0,<=>
1128,ECs_1452,HW372_14175,100.0,134,0,0,1,134,1,134,1.9699999999999997e-95,268.0,134,1.0,<=>
1129,ECs_1453,HW372_14170,99.134,231,2,0,1,231,1,231,2.48e-162,445.0,231,1.0,<=>
1130,ECs_1454,HW372_14165,98.254,401,7,0,1,401,1,401,0.0,783.0,401,1.0,<=>
1131,ECs_1455,HW372_14160,98.805,251,3,0,1,251,1,251,0.0,499.0,251,1.0,<=>
1132,ECs_1456,HW372_14155,100.0,260,0,0,1,260,1,260,0.0,521.0,260,1.0,<=>
1133,ECs_1457,HW372_14150,99.569,232,1,0,1,232,1,232,2.0299999999999998e-172,471.0,232,1.0,<=>
1134,ECs_1458,HW372_14145,99.452,365,2,0,1,365,1,365,0.0,714.0,365,1.0,<=>
1135,ECs_1459,HW372_14140,98.722,313,4,0,1,313,1,313,0.0,637.0,313,1.0,<=>
1136,ECs_1460,HW372_14135,98.72,547,7,0,1,547,1,547,0.0,1080.0,547,1.0,<=>
1137,ECs_1461,HW372_14130,99.054,317,3,0,1,317,1,317,0.0,638.0,317,1.0,<=>
1138,ECs_1462,HW372_14125,98.115,1061,20,0,1,1061,1,1061,0.0,2088.0,1061,1.0,<=>
1139,ECs_1464,HW372_14120,99.373,319,2,0,1,319,1,319,0.0,647.0,319,1.0,<=>
1140,ECs_1465,HW372_14115,98.454,194,3,0,14,207,1,194,1.77e-142,392.0,207,0.9371980676328503,<=>
1141,ECs_1466,HW372_14110,100.0,173,0,0,1,173,1,173,2.5699999999999997e-128,354.0,173,1.0,<=>
1142,ECs_1467,HW372_14105,100.0,57,0,0,1,57,1,57,5.15e-38,117.0,57,1.0,<=>
1143,ECs_1468,HW372_14100,100.0,346,0,0,1,346,11,356,0.0,699.0,346,1.0,<=>
1144,ECs_1469,HW372_14095,100.0,317,0,0,1,317,1,317,0.0,650.0,317,1.0,<=>
1145,ECs_1470,HW372_14090,99.353,309,2,0,1,309,1,309,0.0,625.0,309,1.0,<=>
1146,ECs_1471,HW372_14085,99.59,244,1,0,1,244,1,244,5.5000000000000005e-177,483.0,244,1.0,<=>
1147,ECs_1472,HW372_14080,100.0,78,0,0,1,78,1,78,3.5499999999999996e-52,154.0,78,1.0,<=>
1148,ECs_1473,HW372_14075,100.0,413,0,0,1,413,1,413,0.0,845.0,413,1.0,<=>
1149,ECs_1474,HW372_14070,97.77,269,6,0,1,269,1,269,0.0,547.0,269,1.0,<=>
1150,ECs_1475,HW372_14065,99.118,340,3,0,1,340,1,340,0.0,692.0,340,1.0,<=>
1151,ECs_1476,HW372_14060,98.122,213,4,0,1,213,1,213,1.71e-153,421.0,213,1.0,<=>
1152,ECs_1477,HW372_14055,98.503,334,5,0,1,334,1,334,0.0,668.0,334,1.0,<=>
1153,ECs_1478,HW372_14050,100.0,265,0,0,1,265,1,265,0.0,542.0,265,1.0,<=>
1154,ECs_1479,HW372_14045,100.0,477,0,0,1,477,1,477,0.0,959.0,477,1.0,<=>
1155,ECs_1480,HW372_14040,99.177,729,6,0,1,729,1,729,0.0,1493.0,729,1.0,<=>
1156,ECs_1481,HW372_14035,99.16,119,1,0,1,119,1,119,1.11e-84,239.0,119,1.0,<=>
1157,ECs_1482,HW372_14030,98.4,125,2,0,1,125,1,125,1.6e-90,254.0,125,1.0,<=>
1158,ECs_1483,HW372_14025,99.531,213,1,0,1,213,1,213,4.6100000000000004e-157,430.0,213,1.0,<=>
1159,ECs_1484,HW372_14020,98.905,274,3,0,1,274,1,274,0.0,553.0,274,1.0,<=>
1160,ECs_1485,HW372_14015,97.947,341,7,0,1,341,1,341,0.0,690.0,341,1.0,<=>
1161,ECs_1486,HW372_14010,100.0,180,0,0,1,180,1,180,1.45e-137,378.0,180,1.0,<=>
1162,ECs_1487,HW372_14005,99.078,434,4,0,1,434,1,434,0.0,885.0,434,1.0,<=>
1163,ECs_1488,HW372_14000,99.441,179,1,0,1,179,1,179,1.39e-130,360.0,179,1.0,<=>
1164,ECs_1489,HW372_13995,99.524,210,1,0,22,231,1,210,6.730000000000001e-160,438.0,231,0.9090909090909091,<=>
1165,ECs_1490,HW372_13990,100.0,85,0,0,1,85,1,85,1.4500000000000001e-58,171.0,85,1.0,<=>
1166,ECs_1491,HW372_13985,99.06,319,3,0,1,319,2,320,0.0,647.0,319,1.0,<=>
1167,ECs_1492,HW372_13980,99.39,1148,7,0,17,1164,1,1148,0.0,2345.0,1164,0.9862542955326461,<=>
1168,ECs_1493,HW372_13975,94.678,357,19,0,1,357,1,357,0.0,691.0,357,1.0,<=>
1169,ECs_1494,HW372_13970,100.0,399,0,0,1,399,1,399,0.0,795.0,399,1.0,<=>
1170,ECs_1495,HW372_13965,99.571,233,1,0,1,233,1,233,1.01e-172,471.0,233,1.0,<=>
1171,ECs_1496,HW372_13960,99.029,412,4,0,1,412,3,414,0.0,825.0,412,1.0,<=>
1172,ECs_1497,HW372_13955,98.35,303,5,0,1,303,1,303,0.0,609.0,303,1.0,<=>
1173,ECs_1498,HW372_13950,99.634,273,1,0,1,273,1,273,0.0,565.0,273,1.0,<=>
1174,ECs_1499,HW372_13935,99.138,348,3,0,1,348,1,348,0.0,704.0,348,1.0,<=>
1175,ECs_1500,HW372_13930,100.0,264,0,0,1,264,1,264,0.0,526.0,264,1.0,<=>
1176,ECs_1501,HW372_13865,56.154,130,52,2,243,368,2,130,2.2799999999999998e-45,149.0,372,0.34946236559139787,
1177,ECs_1503,HW372_10085,55.357,112,49,1,3,113,77,188,1.3300000000000001e-43,138.0,114,0.9824561403508771,
1178,ECs_1509,HW372_20185,56.164,73,31,1,194,266,82,153,1.76e-18,79.3,345,0.21159420289855072,
1179,ECs_1520,HW372_19895,73.913,69,18,0,1,69,1,69,2.03e-31,101.0,70,0.9857142857142858,
1180,ECs_1522,HW372_10175,47.564,349,163,3,1,349,1,329,2.19e-120,348.0,349,1.0,
1181,ECs_1523,HW372_13775,40.0,110,66,0,4,113,5,114,1.48e-22,82.8,124,0.8870967741935484,
1182,ECs_1527,HW372_04210,56.19,315,135,3,77,390,12,324,2.1800000000000002e-130,384.0,645,0.4883720930232558,
1183,ECs_1530,HW372_13755,78.873,71,15,0,1,71,1,71,2.72e-38,119.0,71,1.0,
1184,ECs_1532,HW372_10210,80.0,180,33,1,1,177,1,180,1.0199999999999999e-106,300.0,177,1.0169491525423728,
1185,ECs_1535,HW372_13745,54.237,59,26,1,1,59,1,58,2.72e-12,52.8,68,0.8676470588235294,
1186,ECs_1552,HW372_13655,25.664,339,226,7,762,1080,518,850,5.85e-15,76.6,1080,0.3138888888888889,
1187,ECs_1554,HW372_13650,44.545,110,60,1,4,113,1,109,2.25e-28,97.1,113,0.9734513274336283,
1188,ECs_1555,HW372_13645,76.724,232,54,0,1,232,1,232,7.75e-139,385.0,232,1.0,
1189,ECs_1558,HW372_13640,87.083,240,31,0,4,243,6,245,7.14e-164,450.0,245,0.9795918367346939,
1190,ECs_1559,HW372_13635,58.065,31,13,0,1,31,21,51,6.77e-09,46.6,61,0.5081967213114754,
1191,ECs_1564,HW372_04325,94.684,301,16,0,1,301,109,409,0.0,604.0,301,1.0,<=>
1192,ECs_1565,HW372_04325,100.0,53,0,0,1,53,1,53,2.9e-32,111.0,53,1.0,
1193,ECs_1570,HW372_13925,99.288,281,2,0,1,281,1,281,0.0,549.0,287,0.9790940766550522,<=>
1194,ECs_1571,HW372_13920,99.735,378,1,0,1,378,1,378,0.0,777.0,378,1.0,<=>
1195,ECs_1572,HW372_13915,100.0,408,0,0,1,408,1,408,0.0,843.0,408,1.0,<=>
1196,ECs_1573,HW372_13910,99.732,373,1,0,1,373,1,373,0.0,761.0,373,1.0,<=>
1197,ECs_1574,HW372_00305,24.318,403,284,11,8,400,3,394,1.01e-22,96.3,409,0.9853300733496333,
1198,ECs_1576,HW372_08025,78.75,160,29,2,27,181,1,160,2.31e-80,242.0,247,0.6477732793522267,<=>
1199,ECs_1577,HW372_08025,50.98,51,25,0,12,62,303,353,2.93e-14,62.0,65,0.7846153846153846,
1200,ECs_1579,HW372_08020,52.542,59,28,0,2,60,3,61,1.89e-17,66.2,63,0.9365079365079365,<=>
1201,ECs_1581,HW372_08000,77.778,99,22,0,1,99,1,99,1.39e-53,159.0,99,1.0,<=>
1202,ECs_1582,HW372_07995,82.822,163,27,1,1,162,1,163,5.42e-83,271.0,710,0.2295774647887324,
1203,ECs_1586,HW372_07990,93.827,81,5,0,3,83,12,92,3.3999999999999994e-52,155.0,83,0.9759036144578314,<=>
1204,ECs_1587,HW372_07985,72.143,140,35,1,1,136,1,140,6.92e-70,204.0,136,1.0294117647058822,<=>
1205,ECs_1599,HW372_07955,90.323,93,9,0,1,93,1,93,1.54e-58,171.0,93,1.0,<=>
1206,ECs_1601,HW372_13905,99.177,486,4,0,1,486,1,486,0.0,988.0,486,1.0,<=>
1207,ECs_1602,HW372_13900,99.552,223,1,0,1,223,1,223,8.34e-165,451.0,223,1.0,<=>
1208,ECs_1603,HW372_13895,99.781,456,1,0,1,456,1,456,0.0,943.0,456,1.0,<=>
1209,ECs_1604,HW372_13890,99.061,213,2,0,1,213,1,213,1.23e-155,426.0,213,1.0,<=>
1210,ECs_1605,HW372_13885,98.913,368,4,0,1,368,1,368,0.0,756.0,368,1.0,<=>
1211,ECs_1606,HW372_13880,100.0,153,0,0,1,153,1,153,2.2e-115,320.0,153,1.0,<=>
1212,ECs_1607,HW372_13875,98.618,217,3,0,1,217,1,217,1.97e-161,441.0,217,1.0,<=>
1213,ECs_1608,HW372_13870,99.76,416,1,0,1,416,1,416,0.0,850.0,416,1.0,<=>
1214,ECs_1609,HW372_13865,99.27,137,1,0,244,380,1,137,1.77e-97,283.0,380,0.3605263157894737,<=>
1215,ECs_1611,HW372_13815,68.702,262,72,1,13,274,48,299,6.76e-126,357.0,274,0.9562043795620438,
1216,ECs_1612,HW372_13810,99.142,233,2,0,1,233,1,233,2.11e-175,478.0,233,1.0,<=>
1217,ECs_1613,HW372_13805,88.043,92,11,0,1,92,1,92,1.8500000000000002e-59,174.0,100,0.92,
1218,ECs_1614,HW372_09740,98.182,110,2,0,1,110,1,110,1e-75,216.0,110,1.0,<=>
1219,ECs_1619,HW372_13775,95.833,120,5,0,1,120,1,120,3.56e-87,246.0,120,1.0,<=>
1220,ECs_1620,HW372_10180,31.628,215,138,3,1,208,1,213,3.68e-35,122.0,229,0.9388646288209607,<=>
1221,ECs_1623,HW372_04355,75.0,24,6,0,82,105,6,29,1.09e-06,40.4,153,0.1568627450980392,<=>
1222,ECs_1624,HW372_13745,98.333,60,1,0,1,60,1,60,6.12e-38,117.0,60,1.0,<=>
1223,ECs_1625,HW372_13740,93.814,97,6,0,1,97,1,97,8.42e-65,187.0,97,1.0,<=>
1224,ECs_1626,HW372_13575,46.154,130,68,2,1,129,1,129,4.55e-39,125.0,136,0.9558823529411765,<=>
1225,ECs_1629,HW372_13725,52.841,176,83,0,1,176,1,176,7.859999999999999e-67,199.0,181,0.9723756906077348,
1226,ECs_1630,HW372_13720,67.042,622,200,2,18,638,18,635,0.0,899.0,641,0.9703588143525741,
1227,ECs_1631,HW372_13715,50.82,61,30,0,6,66,6,66,2.36e-15,60.8,68,0.8970588235294118,
1228,ECs_1632,HW372_13710,60.227,528,208,2,3,530,1,526,0.0,636.0,533,0.9906191369606003,
1229,ECs_1633,HW372_13705,52.758,417,165,7,6,401,3,408,6.94e-136,397.0,439,0.9498861047835991,
1230,ECs_1634,HW372_13700,55.208,96,42,1,13,108,16,110,7.630000000000001e-32,105.0,110,0.8727272727272727,
1231,ECs_1635,HW372_13695,61.584,341,130,1,1,340,1,341,8.74e-153,430.0,341,1.0,
1232,ECs_1637,HW372_13685,61.538,117,45,0,1,117,1,117,4.01e-49,149.0,117,1.0,
1233,ECs_1638,HW372_13680,97.917,192,4,0,1,192,1,192,2.09e-133,369.0,192,1.0,<=>
1234,ECs_1639,HW372_13675,96.183,131,5,0,1,131,1,131,1.6999999999999999e-91,258.0,131,1.0,<=>
1235,ECs_1640,HW372_13670,96.748,246,8,0,1,246,1,246,4.19e-175,478.0,246,1.0,<=>
1236,ECs_1641,HW372_13665,93.571,140,9,0,1,140,1,140,6.07e-98,275.0,140,1.0,<=>
1237,ECs_1642,HW372_13660,96.528,144,5,0,1,144,1,144,1.2400000000000001e-100,282.0,144,1.0,<=>
1238,ECs_1643,HW372_13655,94.842,853,40,1,1,849,1,853,0.0,1576.0,849,1.0047114252061249,<=>
1239,ECs_1644,HW372_13650,94.495,109,6,0,1,109,1,109,4.95e-74,212.0,109,1.0,<=>
1240,ECs_1645,HW372_13645,99.138,232,2,0,1,232,1,232,3.98e-176,480.0,232,1.0,<=>
1241,ECs_1646,HW372_13640,96.761,247,8,0,1,247,1,247,0.0,502.0,247,1.0,<=>
1242,ECs_1647,HW372_13635,98.947,190,2,0,1,190,21,210,5.06e-135,373.0,190,1.0,<=>
1243,ECs_1648,HW372_13630,88.017,1160,111,1,1,1132,1,1160,0.0,2113.0,1132,1.0247349823321554,<=>
1244,ECs_1649,HW372_15890,32.836,201,103,8,1,199,1,171,7.84e-24,90.1,199,1.0100502512562815,
1245,ECs_1650,HW372_13625,61.364,264,81,3,1,264,1,243,7.630000000000001e-73,251.0,971,0.27188465499485065,
1246,ECs_1650,HW372_13625,45.865,133,65,2,325,450,108,240,1.49e-09,58.5,971,0.13697219361483007,
1247,ECs_1650,HW372_13625,46.491,114,57,1,239,352,134,243,4.13e-06,47.4,971,0.11740473738414006,
1248,ECs_1651,HW372_17080,66.234,154,13,1,38,191,1,115,2.9400000000000003e-64,191.0,193,0.7979274611398963,<=>
1249,ECs_1653,HW372_13010,88.095,168,20,0,1,168,1,168,1.06e-113,317.0,168,1.0,
1250,ECs_1654,HW372_13005,80.128,156,31,0,11,166,5,160,1.21e-90,258.0,166,0.9397590361445783,
1251,ECs_1655,HW372_15020,83.019,53,9,0,1,53,1,53,3.6200000000000004e-27,90.1,60,0.8833333333333333,<=>
1252,ECs_1656,HW372_17075,99.083,218,2,0,5,222,1,218,1.14e-164,450.0,222,0.9819819819819819,<=>
1253,ECs_1657,HW372_17080,80.769,26,5,0,52,77,81,106,5.62e-07,41.2,82,0.3170731707317073,
1254,ECs_1658,HW372_20725,99.206,126,1,0,1,126,1,126,7.02e-90,253.0,126,1.0,
1255,ECs_1659,HW372_20730,100.0,115,0,0,1,115,1,115,7.289999999999999e-82,232.0,115,1.0,
1256,ECs_1660,HW372_04145,93.945,512,31,0,1,512,1,512,0.0,990.0,512,1.0,
1257,ECs_1663,HW372_17070,98.107,317,6,0,1,317,1,317,0.0,640.0,317,1.0,<=>
1258,ECs_1664,HW372_12370,36.842,57,36,0,18,74,12,68,3.49e-08,48.1,194,0.29381443298969073,
1259,ECs_1666,HW372_23715,26.736,288,203,3,3,288,101,382,1.35e-28,110.0,295,0.976271186440678,
1260,ECs_1668,HW372_13490,100.0,88,0,0,1,88,1,88,5.06e-61,177.0,88,1.0,<=>
1261,ECs_1669,HW372_13485,100.0,270,0,0,1,270,1,270,0.0,541.0,270,1.0,<=>
1262,ECs_1670,HW372_13480,99.567,231,1,0,1,231,1,231,2.36e-173,473.0,231,1.0,<=>
