query_gene_id	subject_gene_id	percent_identity	alignment_length	forward_bitscore	forward_evalue
BW25113_RS05805	b1116	100.000	1197	2211.00	0.00e+00
BW25113_RS05810	b1117	100.000	699	1291.00	0.00e+00
BW25113_RS05815	b1118	100.000	1242	2294.00	0.00e+00
BW25113_RS05820	b1119	100.000	909	1679.00	0.00e+00
BW25113_RS05825	b1120	100.000	837	1546.00	0.00e+00
BW25113_RS05830	b1121	100.000	786	1452.00	0.00e+00
BW25113_RS05835	b1122	100.000	459	848.00	0.00e+00
BW25113_RS05840	b1123	100.000	1044	1929.00	0.00e+00
BW25113_RS05845	b1124	100.000	792	1463.00	0.00e+00
BW25113_RS05850	b1125	100.000	825	1524.00	0.00e+00
BW25113_RS05855	b1126	100.000	1134	2095.00	0.00e+00
BW25113_RS05865	b1127	100.000	1224	2261.00	0.00e+00
BW25113_RS05870	b1128	100.000	1119	2067.00	0.00e+00
BW25113_RS05875	b1129	100.000	1458	2693.00	0.00e+00
BW25113_RS05880	b1130	100.000	669	1236.00	0.00e+00
BW25113_RS05885	b1131	100.000	1368	2527.00	0.00e+00
BW25113_RS05890	b1132	100.000	639	1181.00	0.00e+00
BW25113_RS05895	b1133	100.000	1104	2039.00	0.00e+00
BW25113_RS05900	b1134	100.000	459	848.00	0.00e+00
BW25113_RS05905	b1135	100.000	651	1203.00	0.00e+00
BW25113_RS05910	b1136	100.000	1248	2305.00	0.00e+00
BW25113_RS05915	b1137	100.000	663	1225.00	0.00e+00
BW25113_RS05920	b1138	100.000	702	1297.00	0.00e+00
BW25113_RS05925	b1139	100.000	891	1646.00	0.00e+00
BW25113_RS05930	b1140	100.000	1125	2078.00	0.00e+00
BW25113_RS05935	b1141	100.000	243	449.00	3.31e-127
BW25113_RS25530	b1142	100.000	309	571.00	8.78e-164
BW25113_RS23630	b1143	100.000	339	627.00	2.04e-180
BW25113_RS05940	b1144	100.000	306	566.00	4.04e-162
BW25113_RS05945	b1145	100.000	672	1242.00	0.00e+00
BW25113_RS05950	b1146	100.000	198	366.00	2.75e-102
BW25113_RS05955	b1147	100.000	555	1026.00	0.00e+00
BW25113_RS23635	b1148	100.000	157	291.00	1.50e-79
BW25113_RS05965	b1149	100.000	1134	2095.00	0.00e+00
BW25113_RS05970	b1150	100.000	180	333.00	2.51e-92
BW25113_RS05975	b1151	100.000	405	749.00	0.00e+00
BW25113_RS05985	b1153	100.000	582	1075.00	0.00e+00
BW25113_RS05990	b1154	100.000	627	1158.00	0.00e+00
BW25113_RS05995	b1155	100.000	411	760.00	0.00e+00
BW25113_RS06000	b1156	100.000	600	1109.00	0.00e+00
BW25113_RS06010	b1158	100.000	552	1020.00	0.00e+00
BW25113_RS06015	b1159	100.000	831	1535.00	0.00e+00
BW25113_RS06020	b1160	100.000	321	593.00	1.95e-170
BW25113_RS25985	b4738	100.000	42	78.70	1.95e-16
BW25113_RS25535	b4739	100.000	108	200.00	1.46e-52
BW25113_RS06030	b1161	100.000	402	743.00	0.00e+00
BW25113_RS06035	b1162	100.000	729	1347.00	0.00e+00
BW25113_RS06040	b1163	100.000	1209	2233.00	0.00e+00
BW25113_RS06045	b1164	100.000	234	433.00	3.20e-122
BW25113_RS06050	b1165	100.000	270	499.00	3.63e-142
BW25113_RS06055	b1166	100.000	264	488.00	7.68e-139
BW25113_RS06060	b1167	100.000	246	455.00	7.21e-129
BW25113_RS06065	b1168	100.000	1521	2809.00	0.00e+00
BW25113_RS06070	b4520	100.000	216	399.00	2.97e-112
BW25113_RS06090	b1171	100.000	327	604.00	9.38e-174
BW25113_RS06095	b1172	100.000	342	632.00	0.00e+00
BW25113_RS06100	b4593	100.000	171	316.00	2.39e-87
BW25113_RS23645	b4594	100.000	183	339.00	5.49e-94
BW25113_RS06110	b1174	100.000	264	488.00	7.68e-139
BW25113_RS06115	b1175	100.000	810	1496.00	0.00e+00
BW25113_RS06120	b1176	100.000	693	1280.00	0.00e+00
BW25113_RS06125	b1177	100.000	366	676.00	0.00e+00
BW25113_RS06130	b1178	100.000	399	737.00	0.00e+00
BW25113_RS06140	b1179	100.000	291	538.00	8.35e-154
BW25113_RS06145	b1180	100.000	657	1214.00	0.00e+00
BW25113_RS06150	b1181	100.000	444	821.00	0.00e+00
BW25113_RS06155	b1182	100.000	909	1679.00	0.00e+00
BW25113_RS06160	b1183	100.000	417	771.00	0.00e+00
BW25113_RS06165	b1184	100.000	1266	2338.00	0.00e+00
BW25113_RS06170	b1185	100.000	528	976.00	0.00e+00
BW25113_RS06175	b1186	100.000	1539	2843.00	0.00e+00
BW25113_RS06180	b1187	100.000	717	1325.00	0.00e+00
BW25113_RS06185	b1188	100.000	1530	2826.00	0.00e+00
BW25113_RS06190	b1189	100.000	1296	2394.00	0.00e+00
BW25113_RS06195	b1190	100.000	1068	1973.00	0.00e+00
BW25113_RS06200	b1191	100.000	1734	3203.00	0.00e+00
BW25113_RS06205	b1192	100.000	912	1685.00	0.00e+00
BW25113_RS06210	b1193	100.000	609	1125.00	0.00e+00
BW25113_RS06215	b1194	100.000	732	1352.00	0.00e+00
BW25113_RS06220	b1195	100.000	252	466.00	3.42e-132
BW25113_RS06225	b1196	100.000	438	809.00	0.00e+00
BW25113_RS06230	b1197	100.000	1695	3131.00	0.00e+00
BW25113_RS06235	b1198	100.000	1416	2615.00	0.00e+00
BW25113_RS06240	b1199	100.000	630	1164.00	0.00e+00
BW25113_RS06245	b1200	100.000	1068	1973.00	0.00e+00
BW25113_RS06250	b1201	100.000	1917	3541.00	0.00e+00
BW25113_RS06255	b1202	100.000	2865	5291.00	0.00e+00
BW25113_RS06265	b1203	100.000	1089	2012.00	0.00e+00
BW25113_RS06270	b1204	100.000	582	1075.00	0.00e+00
BW25113_RS06275	b1205	100.000	276	510.00	1.72e-145
BW25113_RS06280	b1206	100.000	1677	3097.00	0.00e+00
BW25113_RS06285	b1207	100.000	945	1746.00	0.00e+00
BW25113_RS06290	b1208	100.000	849	1568.00	0.00e+00
BW25113_RS06295	b1209	100.000	621	1147.00	0.00e+00
BW25113_RS06300	b1210	100.000	1254	2316.00	0.00e+00
BW25113_RS06305	b1211	100.000	1080	1995.00	0.00e+00
BW25113_RS06310	b1212	100.000	831	1535.00	0.00e+00
BW25113_RS06315	b1213	100.000	390	721.00	0.00e+00
BW25113_RS06320	b1214	100.000	807	1491.00	0.00e+00
BW25113_RS06325	b1215	100.000	852	1574.00	0.00e+00
BW25113_RS06335	b4421	100.000	105	195.00	6.56e-51
BW25113_RS06340	b4423	100.000	105	195.00	6.56e-51
BW25113_RS06345	b1216	100.000	1098	2028.00	0.00e+00
BW25113_RS06350	b1217	100.000	228	422.00	6.73e-119
BW25113_RS06355	b1218	100.000	693	1280.00	0.00e+00
BW25113_RS06360	b1219	100.000	351	649.00	0.00e+00
BW25113_RS06365	b1220	100.000	1392	2571.00	0.00e+00
BW25113_RS06370	b1221	100.000	648	1197.00	0.00e+00
BW25113_RS06375	b1222	100.000	1794	3314.00	0.00e+00
BW25113_RS06385	b1223	100.000	1389	2566.00	0.00e+00
BW25113_RS06390	b1224	100.000	3741	6909.00	0.00e+00
BW25113_RS06395	b1225	100.000	1536	2837.00	0.00e+00
BW25113_RS06400	b1226	100.000	708	1308.00	0.00e+00
BW25113_RS06405	b1227	100.000	675	1247.00	0.00e+00
BW25113_RS06425	b1232	100.000	840	1552.00	0.00e+00
BW25113_RS06430	b1233	100.000	456	843.00	0.00e+00
BW25113_RS06435	b1234	100.000	903	1668.00	0.00e+00
BW25113_RS06440	b1235	100.000	1011	1868.00	0.00e+00
BW25113_RS06445	b1236	100.000	906	1674.00	0.00e+00
BW25113_RS06450	b1237	100.000	411	760.00	0.00e+00
BW25113_RS06455	b1238	100.000	615	1136.00	0.00e+00
BW25113_RS06470	b1241	100.000	2673	4937.00	0.00e+00
BW25113_RS26110	b4771	100.000	51	95.30	2.66e-21
BW25113_RS06475	b1242	100.000	645	1192.00	0.00e+00
BW25113_RS06480	b1243	100.000	1629	3009.00	0.00e+00
BW25113_RS06485	b1244	100.000	918	1696.00	0.00e+00
BW25113_RS06490	b1245	100.000	906	1674.00	0.00e+00
BW25113_RS06495	b1246	100.000	1011	1868.00	0.00e+00
BW25113_RS06500	b1247	100.000	1002	1851.00	0.00e+00
BW25113_RS06505	b1248	100.000	327	604.00	9.20e-174
BW25113_RS06510	b1249	100.000	1458	2693.00	0.00e+00
BW25113_RS25550	b4595	100.000	171	316.00	2.39e-87
BW25113_RS06520	b1250	100.000	1251	2311.00	0.00e+00
BW25113_RS06525	b1251	100.000	294	544.00	1.82e-155
BW25113_RS06530	b1252	100.000	717	1325.00	0.00e+00
BW25113_RS06535	b1253	100.000	396	732.00	0.00e+00
BW25113_RS06540	b1254	100.000	537	992.00	0.00e+00
BW25113_RS06545	b1255	100.000	741	1369.00	0.00e+00
BW25113_RS06550	b1256	100.000	636	1175.00	0.00e+00
BW25113_RS06555	b1257	100.000	504	931.00	0.00e+00
BW25113_RS06560	b1258	100.000	498	920.00	0.00e+00
BW25113_RS06565	b1259	100.000	177	327.00	1.15e-90
BW25113_RS06570	b1260	100.000	804	1485.00	0.00e+00
BW25113_RS06575	b1261	100.000	1191	2200.00	0.00e+00
BW25113_RS06580	b1262	100.000	1359	2510.00	0.00e+00
BW25113_RS06585	b1263	100.000	1593	2942.00	0.00e+00
BW25113_RS06590	b1264	100.000	1560	2881.00	0.00e+00
BW25113_RS23700	b1265	100.000	42	78.70	1.95e-16
BW25113_RS06595	b1266	100.000	879	1624.00	0.00e+00
BW25113_RS06600	b1267	100.000	618	1142.00	0.00e+00
BW25113_RS06605	b1268	100.000	1893	3496.00	0.00e+00
BW25113_RS06610	b1269	100.000	873	1613.00	0.00e+00
BW25113_RS06615	b1270	100.000	588	1086.00	0.00e+00
BW25113_RS06620	b1271	100.000	756	1397.00	0.00e+00
BW25113_RS06630	b1272	100.000	1047	1934.00	0.00e+00
BW25113_RS06635	b1273	100.000	249	460.00	1.57e-130
BW25113_RS06645	b1274	100.000	2595	4793.00	0.00e+00
BW25113_RS06650	b1275	100.000	972	1796.00	0.00e+00
BW25113_RS06655	b4522	100.000	138	255.00	4.12e-69
BW25113_RS06660	b4523	100.000	165	305.00	4.96e-84
BW25113_RS25560	b4741	100.000	93	172.00	2.68e-44
BW25113_RS06675	b1276	99.963	2673	4931.00	0.00e+00
BW25113_RS06680	b1277	100.000	588	1086.00	0.00e+00
BW25113_RS06685	b1278	100.000	762	1408.00	0.00e+00
BW25113_RS06690	b1279	100.000	306	566.00	4.04e-162
BW25113_RS06695	b1280	100.000	1167	2156.00	0.00e+00
BW25113_RS06700	b1281	100.000	735	1358.00	0.00e+00
BW25113_RS06705	b1282	100.000	324	599.00	4.24e-172
BW25113_RS06710	b1283	100.000	216	399.00	2.97e-112
BW25113_RS06715	b1284	100.000	747	1380.00	0.00e+00
BW25113_RS06720	b4596	100.000	171	316.00	2.39e-87
BW25113_RS26115	b4772	100.000	126	233.00	1.73e-62
BW25113_RS06725	b1285	100.000	1983	3663.00	0.00e+00
BW25113_RS25050	b4672	100.000	102	189.00	2.95e-49
BW25113_RS06735	b1286	100.000	1932	3568.00	0.00e+00
BW25113_RS06740	b1287	100.000	1125	2078.00	0.00e+00
BW25113_RS06745	b1288	100.000	786	1452.00	0.00e+00
BW25113_RS06755	b1289	100.000	351	649.00	0.00e+00
BW25113_RS06760	b1290	100.000	804	1485.00	0.00e+00
BW25113_RS06765	b1291	100.000	990	1829.00	0.00e+00
BW25113_RS06770	b1292	100.000	888	1640.00	0.00e+00
BW25113_RS06775	b1293	100.000	963	1779.00	0.00e+00
BW25113_RS06780	b1294	100.000	1641	3031.00	0.00e+00
BW25113_RS06790	b1295	100.000	243	449.00	3.31e-127
BW25113_RS06795	b1296	100.000	1383	2555.00	0.00e+00
BW25113_RS25565	b4742	100.000	162	300.00	2.26e-82
BW25113_RS06800	b1297	100.000	1416	2615.00	0.00e+00
BW25113_RS06805	b1298	100.000	762	1408.00	0.00e+00
BW25113_RS06810	b1299	100.000	555	1026.00	0.00e+00
BW25113_RS06815	b1300	100.000	1485	2743.00	0.00e+00
BW25113_RS06820	b1301	100.000	1278	2361.00	0.00e+00
BW25113_RS06825	b1302	100.000	1263	2333.00	0.00e+00
BW25113_RS06830	b1303	100.000	975	1801.00	0.00e+00
BW25113_RS06835	b1304	100.000	666	1230.00	0.00e+00
BW25113_RS06840	b1305	100.000	222	411.00	1.41e-115
BW25113_RS06845	b1306	100.000	357	660.00	0.00e+00
BW25113_RS06850	b1307	100.000	219	405.00	6.48e-114
BW25113_RS06855	b1308	100.000	312	577.00	1.91e-165
BW25113_RS06860	b1309	100.000	1677	3097.00	0.00e+00
BW25113_RS06865	b1310	100.000	1290	2383.00	0.00e+00
BW25113_RS06870	b1311	100.000	879	1624.00	0.00e+00
BW25113_RS06875	b1312	100.000	840	1552.00	0.00e+00
BW25113_RS06880	b1313	100.000	1050	1940.00	0.00e+00
BW25113_RS06885	b1314	100.000	786	1452.00	0.00e+00
BW25113_RS06890	b1315	100.000	1053	1945.00	0.00e+00
BW25113_RS06895	b1316	100.000	2265	4183.00	0.00e+00
BW25113_RS06900	b1317	100.000	657	1214.00	0.00e+00
BW25113_RS06910	b1319	100.000	903	1668.00	0.00e+00
BW25113_RS06915	b1320	100.000	996	1840.00	0.00e+00
BW25113_RS06920	b1321	100.000	1395	2577.00	0.00e+00
BW25113_RS06925	b1322	100.000	1059	1956.00	0.00e+00
BW25113_RS06930	b1323	100.000	1539	2843.00	0.00e+00
BW25113_RS06935	b1324	100.000	504	931.00	0.00e+00
BW25113_RS06940	b1325	100.000	963	1779.00	0.00e+00
BW25113_RS06945	b1326	100.000	726	1341.00	0.00e+00
BW25113_RS06950	b4525	100.000	135	250.00	1.87e-67
BW25113_RS06955	b1327	100.000	918	1696.00	0.00e+00
BW25113_RS06960	b1328	100.000	897	1657.00	0.00e+00
BW25113_RS06970	b1329	100.000	1611	2976.00	0.00e+00
BW25113_RS06975	b1330	100.000	1029	1901.00	0.00e+00
BW25113_RS06985	b1332	100.000	255	472.00	7.45e-134
BW25113_RS06990	b1333	100.000	948	1751.00	0.00e+00
BW25113_RS06995	b1334	100.000	750	1386.00	0.00e+00
BW25113_RS07000	b1335	100.000	513	948.00	0.00e+00
BW25113_RS07005	b1336	100.000	1524	2815.00	0.00e+00
BW25113_RS07015	b1337	100.000	1443	2665.00	0.00e+00
BW25113_RS07020	b1338	100.000	1308	2416.00	0.00e+00
BW25113_RS07025	b1339	100.000	906	1674.00	0.00e+00
BW25113_RS07035	b1340	100.000	561	1037.00	0.00e+00
BW25113_RS07040	b1341	100.000	1230	2272.00	0.00e+00
BW25113_RS26120	b4773	100.000	45	84.20	4.72e-18
BW25113_RS07045	b1342	100.000	981	1812.00	0.00e+00
BW25113_RS26345	b4743	100.000	171	316.00	2.39e-87
BW25113_RS07055	b1343	100.000	1371	2532.00	0.00e+00
BW25113_RS07060	b1344	100.000	933	1724.00	0.00e+00
BW25113_RS23720	b1345	100.000	1233	2278.00	0.00e+00
BW25113_RS07070	b1346	100.000	213	394.00	1.36e-110
BW25113_RS07075	b1347	100.000	207	383.00	2.85e-107
BW25113_RS07080	b1348	100.000	192	355.00	5.76e-99
BW25113_RS07085	b1349	100.000	807	1491.00	0.00e+00
BW25113_RS07090	b1350	100.000	2598	4798.00	0.00e+00
BW25113_RS07095	b1351	100.000	273	505.00	7.91e-144
BW25113_RS07100	b4526	100.000	168	311.00	1.09e-85
BW25113_RS07105	b1352	100.000	219	405.00	6.48e-114
BW25113_RS07110	b1353	100.000	486	898.00	0.00e+00
BW25113_RS23000	b4527	100.000	153	283.00	2.13e-77
BW25113_RS26350	b1355	100.000	132	244.00	8.47e-66
BW25113_RS07115	b1356	100.000	474	876.00	0.00e+00
BW25113_RS07120	b1357	100.000	294	544.00	1.82e-155
BW25113_RS07125	b1358	100.000	420	776.00	0.00e+00
BW25113_RS07130	b1359	100.000	855	1580.00	0.00e+00
BW25113_RS07135	b1360	100.000	744	1375.00	0.00e+00
BW25113_RS07140	b1361	100.000	450	832.00	0.00e+00
BW25113_RS26355	b4528	100.000	183	339.00	5.49e-94
BW25113_RS07150	b1363	100.000	1455	2687.00	0.00e+00
BW25113_RS07155	b1365	100.000	261	483.00	3.53e-137
BW25113_RS07160	b1366	100.000	357	660.00	0.00e+00
BW25113_RS07170	b1368	100.000	930	1718.00	0.00e+00
BW25113_RS07175	b4570	100.000	210	388.00	6.33e-109
BW25113_RS07180	b1370	100.000	978	1807.00	0.00e+00
BW25113_RS23745	b1372	100.000	3360	6205.00	0.00e+00
BW25113_RS07205	b1373	100.000	573	1059.00	0.00e+00
BW25113_RS07210	b1374	100.000	588	1086.00	0.00e+00
BW25113_RS07215	b1375	100.000	231	427.00	1.47e-120
BW25113_RS25575	b4744	100.000	111	206.00	3.25e-54
BW25113_RS07220	b1376	100.000	432	798.00	0.00e+00
BW25113_RS07225	b1377	100.000	1131	2089.00	0.00e+00
BW25113_RS07230	b1378	100.000	3522	6505.00	0.00e+00
BW25113_RS07235	b4529	100.000	264	488.00	7.68e-139
BW25113_RS07240	b1379	100.000	420	776.00	0.00e+00
BW25113_RS07245	b1380	100.000	987	1823.00	0.00e+00
BW25113_RS07250	b1381	100.000	2637	4870.00	0.00e+00
BW25113_RS07255	b1382	100.000	183	339.00	5.49e-94
BW25113_RS07260	b1383	100.000	324	599.00	4.24e-172
BW25113_RS07265	b1384	100.000	903	1668.00	0.00e+00
BW25113_RS07270	b1385	100.000	1497	2765.00	0.00e+00
BW25113_RS07275	b1386	100.000	2271	4194.00	0.00e+00
BW25113_RS07280	b1387	100.000	2043	3773.00	0.00e+00
BW25113_RS07285	b1388	100.000	927	1712.00	0.00e+00
BW25113_RS07290	b1389	100.000	285	527.00	1.77e-150
BW25113_RS07295	b1390	100.000	744	1375.00	0.00e+00
BW25113_RS07300	b1391	100.000	495	915.00	0.00e+00
BW25113_RS07305	b1392	100.000	1068	1973.00	0.00e+00
BW25113_RS07310	b1393	100.000	765	1413.00	0.00e+00
BW25113_RS07315	b1394	100.000	786	1452.00	0.00e+00
BW25113_RS07320	b1395	100.000	1425	2632.00	0.00e+00
BW25113_RS07325	b1396	100.000	420	776.00	0.00e+00
BW25113_RS07330	b1397	100.000	1203	2222.00	0.00e+00
BW25113_RS07335	b1398	100.000	1311	2422.00	0.00e+00
BW25113_RS07340	b1399	100.000	948	1751.00	0.00e+00
BW25113_RS07345	b1400	100.000	588	1086.00	0.00e+00
BW25113_RS25580	b4674	100.000	63	117.00	7.57e-28
BW25113_RS07370	b4492	100.000	3495	6455.00	0.00e+00
BW25113_RS07375	b1406	100.000	858	1585.00	0.00e+00
BW25113_RS07380	b1407	100.000	2304	4255.00	0.00e+00
BW25113_RS07385	b1408	100.000	603	1114.00	0.00e+00
BW25113_RS07390	b1409	100.000	894	1652.00	0.00e+00
BW25113_RS07395	b1410	100.000	1755	3241.00	0.00e+00
BW25113_RS07400	b1411	100.000	1290	2383.00	0.00e+00
BW25113_RS07405	b1412	100.000	603	1114.00	0.00e+00
BW25113_RS07410	b1413	100.000	3900	7203.00	0.00e+00
BW25113_RS07415	b1414	100.000	798	1474.00	0.00e+00
BW25113_RS07420	b1415	100.000	1437	2654.00	0.00e+00
BW25113_RS07440	b1418	100.000	528	976.00	0.00e+00
BW25113_RS07445	b1419	100.000	171	316.00	2.39e-87
BW25113_RS26135	b4774	100.000	66	122.00	1.74e-29
BW25113_RS07450	b4428	100.000	147	272.00	4.40e-74
BW25113_RS07455	b1421	100.000	1638	3025.00	0.00e+00
BW25113_RS07460	b1422	100.000	921	1701.00	0.00e+00
BW25113_RS07465	b1423	100.000	1341	2477.00	0.00e+00
BW25113_RS07470	b1424	100.000	1653	3053.00	0.00e+00
BW25113_RS07480	b1426	100.000	222	411.00	1.41e-115
BW25113_RS07485	b1427	100.000	537	992.00	0.00e+00
BW25113_RS07490	b1428	100.000	978	1807.00	0.00e+00
BW25113_RS07495	b1429	100.000	990	1829.00	0.00e+00
BW25113_RS07500	b1430	100.000	591	1092.00	0.00e+00
BW25113_RS07505	b1431	100.000	666	1230.00	0.00e+00
BW25113_RS07520	b1432	100.000	1206	2228.00	0.00e+00
BW25113_RS07525	b1433	100.000	1173	2167.00	0.00e+00
BW25113_RS07530	b1434	100.000	534	987.00	0.00e+00
BW25113_RS07535	b1435	100.000	1959	3618.00	0.00e+00
BW25113_RS07540	b1436	100.000	228	422.00	6.73e-119
BW25113_RS07545	b4532	100.000	174	322.00	5.23e-89
BW25113_RS07550	b1438	100.000	414	765.00	0.00e+00
BW25113_RS07555	b1439	100.000	1404	2593.00	0.00e+00
BW25113_RS07560	b1440	100.000	1143	2111.00	0.00e+00
BW25113_RS07565	b1441	100.000	1011	1868.00	0.00e+00
BW25113_RS07570	b1442	100.000	939	1735.00	0.00e+00
BW25113_RS07575	b1443	100.000	792	1463.00	0.00e+00
BW25113_RS07580	b1444	100.000	1422	2627.00	0.00e+00
BW25113_RS23775	b4598	100.000	93	172.00	2.68e-44
BW25113_RS07590	b1445	100.000	171	316.00	2.39e-87
BW25113_RS07595	b1446	100.000	231	427.00	1.47e-120
BW25113_RS07600	b1447	100.000	447	826.00	0.00e+00
BW25113_RS07605	b1448	100.000	516	953.00	0.00e+00
BW25113_RS07610	b1449	100.000	1035	1912.00	0.00e+00
BW25113_RS07615	b1450	100.000	663	1225.00	0.00e+00
BW25113_RS07620	b1451	100.000	2100	3879.00	0.00e+00
BW25113_RS07625	b1452	100.000	1059	1956.00	0.00e+00
BW25113_RS07630	b1453	100.000	1497	2765.00	0.00e+00
BW25113_RS07635	b1454	100.000	615	1136.00	0.00e+00
BW25113_RS07640	b1455	100.000	210	388.00	6.23e-109
BW25113_RS26360	b1457	100.000	480	887.00	0.00e+00
BW25113_RS25600	b4745	100.000	183	339.00	5.49e-94
BW25113_RS07660	b1460	100.000	1134	2095.00	0.00e+00
BW25113_RS07665	b1461	100.000	231	427.00	1.47e-120
BW25113_RS07670	b1462	100.000	567	1048.00	0.00e+00
BW25113_RS07675	b1463	100.000	843	1557.00	0.00e+00
BW25113_RS07680	b1464	100.000	891	1646.00	0.00e+00
BW25113_RS07685	b1465	100.000	678	1253.00	0.00e+00
BW25113_RS07690	b1466	100.000	693	1280.00	0.00e+00
BW25113_RS07695	b1467	100.000	1542	2848.00	0.00e+00
BW25113_RS07700	b1468	100.000	3738	6903.00	0.00e+00
BW25113_RS07705	b1469	100.000	1386	2560.00	0.00e+00
BW25113_RS07710	b1471	100.000	954	1762.00	0.00e+00
BW25113_RS07715	b1472	100.000	273	505.00	7.91e-144
BW25113_RS07720	b1473	100.000	879	1624.00	0.00e+00
BW25113_RS07730	b1474	100.000	3045	5624.00	0.00e+00
BW25113_RS07735	b1475	100.000	882	1629.00	0.00e+00
BW25113_RS07740	b1476	100.000	651	1203.00	0.00e+00
BW25113_RS07745	b1477	100.000	282	521.00	8.13e-149
BW25113_RS07750	b1478	100.000	1008	1862.00	0.00e+00
BW25113_RS07755	b1479	100.000	1695	3131.00	0.00e+00
BW25113_RS07760	b1480	100.000	135	250.00	1.87e-67
BW25113_RS07765	b1481	100.000	213	394.00	1.36e-110
BW25113_RS07770	b1482	100.000	429	793.00	0.00e+00
BW25113_RS07775	b1483	100.000	924	1707.00	0.00e+00
BW25113_RS07780	b1484	100.000	984	1818.00	0.00e+00
BW25113_RS07785	b1485	100.000	894	1652.00	0.00e+00
BW25113_RS07790	b1486	100.000	1020	1884.00	0.00e+00
BW25113_RS07795	b1487	100.000	1548	2859.00	0.00e+00
BW25113_RS07800	b1488	100.000	579	1070.00	0.00e+00
BW25113_RS07805	b1489	100.000	2397	4427.00	0.00e+00
BW25113_RS07810	b1490	100.000	1380	2549.00	0.00e+00
BW25113_RS07815	b1491	100.000	1317	2433.00	0.00e+00
BW25113_RS07820	b1492	100.000	1533	2832.00	0.00e+00
BW25113_RS07825	b1493	100.000	1398	2582.00	0.00e+00
BW25113_RS07835	b1494	100.000	2781	5136.00	0.00e+00
BW25113_RS07840	b1495	100.000	2370	4377.00	0.00e+00
BW25113_RS07845	b1496	100.000	1683	3109.00	0.00e+00
BW25113_RS25610	b4747	100.000	120	222.00	3.54e-59
BW25113_RS07850	b1497	100.000	1155	2134.00	0.00e+00
BW25113_RS07855	b1498	100.000	1680	3103.00	0.00e+00
BW25113_RS07860	b1499	100.000	759	1402.00	0.00e+00
BW25113_RS07865	b1500	100.000	195	361.00	1.26e-100
BW25113_RS07870	b1501	100.000	2277	4205.00	0.00e+00
BW25113_RS07875	b1502	100.000	912	1685.00	0.00e+00
BW25113_RS07880	b1503	100.000	501	926.00	0.00e+00
BW25113_RS07885	b1504	100.000	528	976.00	0.00e+00
BW25113_RS07890	b1505	100.000	1146	2117.00	0.00e+00
BW25113_RS07900	b1507	100.000	1320	2438.00	0.00e+00
BW25113_RS07905	b1508	100.000	264	488.00	7.68e-139
BW25113_RS07920	b1511	100.000	1590	2937.00	0.00e+00
BW25113_RS07925	b1512	100.000	951	1757.00	0.00e+00
BW25113_RS07930	b1513	100.000	1533	2832.00	0.00e+00
BW25113_RS07935	b1514	100.000	1026	1895.00	0.00e+00
BW25113_RS07940	b1515	100.000	990	1829.00	0.00e+00
BW25113_RS07945	b1516	100.000	1020	1884.00	0.00e+00
BW25113_RS07950	b1517	100.000	873	1613.00	0.00e+00
BW25113_RS07955	b1518	100.000	288	532.00	3.84e-152
BW25113_RS07960	b1519	100.000	756	1397.00	0.00e+00
BW25113_RS07965	b1520	100.000	912	1685.00	0.00e+00
BW25113_RS07975	b1521	100.000	1449	2676.00	0.00e+00
BW25113_RS07980	b1522	100.000	945	1746.00	0.00e+00
BW25113_RS07985	b1523	100.000	357	660.00	0.00e+00
BW25113_RS07990	b1524	100.000	924	1707.00	0.00e+00
BW25113_RS07995	b1525	100.000	1386	2560.00	0.00e+00
BW25113_RS08000	b1526	100.000	879	1624.00	0.00e+00
BW25113_RS08005	b1527	100.000	1113	2056.00	0.00e+00
BW25113_RS08010	b1528	100.000	1188	2194.00	0.00e+00
BW25113_RS08015	b1529	100.000	663	1225.00	0.00e+00
BW25113_RS08020	b1530	100.000	432	798.00	0.00e+00
BW25113_RS08025	b1531	100.000	381	704.00	0.00e+00
BW25113_RS08030	b1532	100.000	216	399.00	2.97e-112
BW25113_RS08035	b1533	100.000	897	1657.00	0.00e+00
BW25113_RS08040	b1534	100.000	1185	2189.00	0.00e+00
BW25113_RS08045	b4599	100.000	93	172.00	2.68e-44
BW25113_RS26150	b4775	100.000	102	189.00	2.95e-49
BW25113_RS08050	b1535	100.000	888	1640.00	0.00e+00
BW25113_RS08055	b1536	100.000	390	721.00	0.00e+00
BW25113_RS08060	b1537	100.000	516	953.00	0.00e+00
BW25113_RS08065	b1538	100.000	2043	3773.00	0.00e+00
BW25113_RS08070	b1539	100.000	744	1375.00	0.00e+00
BW25113_RS08075	b1540	100.000	684	1264.00	0.00e+00
BW25113_RS08080	b1541	100.000	201	372.00	6.02e-104
BW25113_RS08085	b1542	100.000	1458	2693.00	0.00e+00
BW25113_RS08090	b1543	100.000	1281	2366.00	0.00e+00
BW25113_RS25615	b4748	100.000	111	206.00	3.25e-54
BW25113_RS08095	b1544	100.000	231	427.00	1.47e-120
BW25113_RS08100	b1545	100.000	588	1086.00	0.00e+00
BW25113_RS08105	b1546	100.000	573	1059.00	0.00e+00
BW25113_RS08110	b1547	100.000	960	1773.00	0.00e+00
BW25113_RS08115	b1548	100.000	567	1048.00	0.00e+00
BW25113_RS08120	b4533	100.000	231	427.00	1.47e-120
BW25113_RS08125	b1549	100.000	408	754.00	0.00e+00
BW25113_RS08130	b1550	100.000	171	316.00	2.39e-87
