BL21,Nissle_1917,O157_H7
ECD_00783,,
ECD_00784,HW372_15875,ECs_0894
ECD_00785,HW372_15870,ECs_0895
ECD_00786,HW372_15865,ECs_0896
ECD_00787,HW372_15860,ECs_0897
ECD_00788,,ECs_0898
ECD_00789,HW372_15855,ECs_0899
ECD_00790,HW372_15850,
ECD_00791,HW372_15845,ECs_0902
ECD_00792,HW372_15840,ECs_0903
ECD_00793,HW372_15835,ECs_0904
ECD_00794,HW372_15830,ECs_0905
ECD_00795,HW372_15825,
ECD_00796,HW372_15820,ECs_0908
ECD_00797,HW372_15815,ECs_0909
ECD_00798,HW372_15810,ECs_0910
ECD_00799,HW372_15805,ECs_0911
ECD_00800,HW372_15800,ECs_0912
ECD_00801,HW372_15795,ECs_0913
ECD_00802,HW372_15790,ECs_0915
ECD_00803,HW372_15785,ECs_0916
ECD_00804,HW372_15780,ECs_0917
ECD_00805,HW372_15775,ECs_0918
ECD_00806,HW372_15770,ECs_0919
ECD_00807,HW372_15765,ECs_0920
ECD_00808,HW372_15760,ECs_0921
ECD_00809,HW372_15755,ECs_0922
ECD_00810,HW372_15750,ECs_0923
ECD_00811,HW372_15745,ECs_0924
ECD_00812,HW372_15740,ECs_0925
ECD_00813,HW372_15735,ECs_0926
ECD_00814,,
ECD_00815,,ECs_2617
ECD_00816,,
ECD_00817,,
ECD_00818,,ECs_2622
ECD_00819,,ECs_2633
ECD_00826,,
ECD_00827,,
ECD_00828,,
ECD_00829,,
ECD_00830,,
ECD_00831,,
ECD_00832,,
ECD_00833,,
ECD_00834,,
ECD_00835,,
ECD_00836,,
ECD_00837,,
ECD_00838,,
ECD_00839,,
ECD_00840,,
ECD_00841,,
ECD_00842,,
ECD_00843,,
ECD_00844,,
ECD_00845,,ECs_0283
ECD_00846,HW372_10350,ECs_0282
ECD_00847,HW372_10345,ECs_0281
ECD_00848,HW372_10340,ECs_0280
ECD_00849,,ECs_0284
ECD_00850,,
ECD_00851,,ECs_0296
ECD_00852,HW372_15730,ECs_0927
ECD_00853,HW372_15725,ECs_0928
ECD_00854,HW372_15720,ECs_0929
ECD_00855,HW372_15715,ECs_0930
ECD_00856,HW372_15710,ECs_0931
ECD_00857,HW372_15705,ECs_0932
ECD_00858,HW372_15700,ECs_0933
ECD_00859,HW372_15695,ECs_0934
ECD_00860,HW372_15690,ECs_0935
ECD_00861,HW372_15685,ECs_0936
ECD_00862,HW372_15680,ECs_0937
ECD_00863,HW372_15675,ECs_0938
ECD_00864,HW372_15670,ECs_0939
ECD_00865,HW372_15665,ECs_0943
ECD_00866,HW372_15660,ECs_0944
ECD_00867,HW372_15655,ECs_0945
ECD_00868,HW372_15650,ECs_0946
ECD_00869,HW372_15645,ECs_0947
ECD_00870,HW372_15640,ECs_0948
ECD_00871,HW372_15635,ECs_0952
ECD_00872,HW372_15630,ECs_0953
ECD_00873,HW372_15625,ECs_0954
ECD_00874,HW372_15620,ECs_0955
ECD_00875,HW372_15615,ECs_0956
ECD_00876,HW372_15610,ECs_0957
ECD_00877,HW372_15605,ECs_0958
ECD_00878,HW372_15600,ECs_0959
ECD_00879,HW372_15595,ECs_0960
ECD_00880,HW372_15590,ECs_0961
ECD_00881,HW372_15585,ECs_0962
ECD_00882,HW372_15580,ECs_0963
ECD_00883,HW372_15575,ECs_0964
ECD_00884,HW372_15570,ECs_0965
ECD_00885,HW372_15565,ECs_0966
ECD_00886,HW372_15560,ECs_0967
ECD_00887,HW372_15555,ECs_0968
ECD_00888,HW372_15545,ECs_0969
ECD_00889,HW372_15540,ECs_0970
ECD_00890,HW372_15535,ECs_0971
ECD_00891,HW372_15530,ECs_0972
ECD_00892,HW372_15525,ECs_0973
ECD_00893,HW372_15520,ECs_0974
ECD_00894,HW372_15515,ECs_0975
ECD_00895,HW372_15510,ECs_0976
ECD_00896,HW372_15505,ECs_0977
ECD_00897,HW372_15500,ECs_0978
ECD_00898,HW372_15495,ECs_0979
ECD_00899,HW372_15490,ECs_0980
ECD_00900,HW372_15485,ECs_0981
ECD_00901,HW372_15480,ECs_0982
ECD_00902,HW372_15475,ECs_0983
ECD_00903,,ECs_0984
ECD_00904,HW372_18175,ECs_0333
ECD_00905,,
ECD_00906,HW372_15470,ECs_0985
ECD_00907,HW372_15465,ECs_0986
ECD_00908,HW372_15460,ECs_0987
ECD_00909,HW372_15455,ECs_0988
ECD_00910,HW372_15450,ECs_0989
ECD_00911,HW372_15445,ECs_0990
ECD_00912,HW372_15440,ECs_0991
ECD_00913,HW372_15435,ECs_0992
ECD_00914,HW372_15430,ECs_0993
ECD_00915,HW372_15425,ECs_0994
ECD_00916,HW372_15420,ECs_0995
ECD_00917,HW372_15415,ECs_0996
ECD_00918,HW372_15410,ECs_0997
ECD_00919,HW372_15405,ECs_0998
ECD_00920,HW372_15400,ECs_0999
ECD_00921,HW372_15395,ECs_1000
ECD_00922,HW372_15390,ECs_1001
ECD_00923,HW372_15385,ECs_1002
ECD_00924,HW372_15380,ECs_1003
ECD_00925,HW372_15375,ECs_1004
ECD_00926,HW372_15370,ECs_1005
ECD_00927,HW372_15365,ECs_1006
ECD_00928,HW372_15360,ECs_1007
ECD_00929,HW372_15355,ECs_1008
ECD_00930,HW372_15350,ECs_1009
ECD_00931,HW372_15345,ECs_1010
ECD_00932,HW372_15340,ECs_1011
ECD_00933,HW372_15335,ECs_1012
ECD_00934,HW372_15330,ECs_1013
ECD_00935,HW372_15325,ECs_1014
ECD_00936,HW372_15320,ECs_1015
ECD_00937,HW372_15315,ECs_1016
ECD_00938,HW372_15310,ECs_1017
ECD_00939,HW372_15305,ECs_1018
ECD_00940,HW372_15300,ECs_1019
ECD_00941,HW372_15295,ECs_1020
ECD_00942,,ECs_1021
ECD_00943,,ECs_1022
ECD_00944,,
ECD_00945,,ECs_1025
ECD_00946,HW372_01545,ECs_1026
ECD_00947,,ECs_1027
ECD_00948,HW372_01555,
ECD_00949,HW372_15290,ECs_1029
ECD_00950,HW372_15285,ECs_1030
ECD_00951,HW372_15280,ECs_1031
ECD_00952,HW372_15275,ECs_1032
ECD_00953,HW372_15270,ECs_1033
ECD_00954,HW372_15265,ECs_1034
ECD_00955,HW372_15260,ECs_1035
ECD_00956,HW372_15255,ECs_1036
ECD_00957,HW372_15250,ECs_1037
ECD_00958,HW372_15245,ECs_1038
ECD_00959,HW372_15240,ECs_1039
ECD_00960,HW372_15235,ECs_1040
ECD_00961,HW372_15230,ECs_1041
ECD_00962,HW372_15225,ECs_1042
ECD_00963,HW372_15220,ECs_1043
ECD_00964,HW372_15215,ECs_1044
ECD_00965,HW372_15210,ECs_1045
ECD_00966,HW372_15205,ECs_1046
ECD_00967,HW372_15200,ECs_1047
ECD_00968,HW372_15195,ECs_1048
ECD_00969,HW372_15190,ECs_1049
ECD_00970,HW372_15185,ECs_1050
ECD_00971,HW372_15180,ECs_1051
ECD_00972,HW372_15175,ECs_1052
ECD_00973,HW372_15170,ECs_1053
ECD_00974,HW372_15165,ECs_1054
ECD_00975,HW372_15155,ECs_1128
ECD_00976,HW372_15150,ECs_1129
ECD_00977,HW372_15145,ECs_1130
ECD_00978,HW372_15140,ECs_1131
ECD_00979,HW372_15135,ECs_1132
ECD_00980,HW372_15130,ECs_1133
ECD_00981,HW372_15125,ECs_1134
ECD_00982,HW372_15120,ECs_1135
ECD_00983,HW372_15110,ECs_1136
ECD_00984,,ECs_1137
ECD_00985,,ECs_1138
ECD_00986,,ECs_1139
ECD_00987,,ECs_1140
ECD_00988,,ECs_1141
ECD_00989,,ECs_1142
ECD_00990,,ECs_1143
ECD_00991,HW372_15105,
ECD_00992,HW372_15100,ECs_1145
ECD_00993,HW372_15090,
ECD_00994,HW372_15085,
ECD_00995,HW372_15080,ECs_1147
ECD_00996,HW372_15075,ECs_1148
ECD_00997,HW372_15070,ECs_1149
ECD_00998,HW372_15065,ECs_1150
ECD_00999,HW372_15060,ECs_1151
ECD_01000,HW372_15055,ECs_1152
ECD_01001,HW372_15050,ECs_1153
ECD_01002,HW372_15045,ECs_1154
ECD_01003,HW372_15040,ECs_1155
ECD_01004,,
ECD_01005,HW372_15035,ECs_1158
ECD_01006,HW372_15030,ECs_1159
ECD_01007,HW372_15025,
ECD_01008,HW372_15020,ECs_1655
ECD_01009,HW372_15015,ECs_1252
ECD_01010,HW372_15010,ECs_1253
ECD_01011,HW372_15005,ECs_1254
ECD_01012,HW372_15000,ECs_1255
ECD_01013,HW372_14995,ECs_1256
ECD_01014,HW372_14990,ECs_1257
ECD_01015,HW372_14985,ECs_1258
ECD_01016,HW372_14980,ECs_1259
ECD_01017,HW372_14975,ECs_1260
ECD_01018,HW372_14965,ECs_1261
ECD_01019,HW372_14960,ECs_1263
ECD_01020,HW372_14955,ECs_1264
ECD_01021,HW372_14950,ECs_1265
ECD_01022,HW372_14945,ECs_1266
ECD_01023,HW372_14940,ECs_1267
ECD_01024,HW372_14935,ECs_1268
ECD_01025,HW372_14930,ECs_1269
ECD_01026,HW372_14925,ECs_1270
ECD_01027,HW372_14920,ECs_1271
ECD_01028,,
ECD_01029,,
ECD_01030,HW372_14375,ECs_1410
ECD_01031,HW372_14370,ECs_1411
ECD_01032,HW372_14365,ECs_1412
ECD_01033,HW372_14360,ECs_1413
ECD_01034,HW372_14355,ECs_1414
ECD_01035,HW372_14350,ECs_1415
ECD_01036,HW372_14345,ECs_1416
ECD_01037,HW372_14340,ECs_1417
ECD_01038,HW372_14335,ECs_1419
ECD_01039,HW372_14330,ECs_1420
ECD_01040,HW372_14325,ECs_1421
ECD_01041,HW372_14320,ECs_1422
ECD_01042,HW372_14315,ECs_1423
ECD_01043,HW372_14310,ECs_1424
ECD_01044,HW372_14305,ECs_1425
ECD_01045,HW372_14300,ECs_1426
ECD_01046,HW372_14295,ECs_1427
ECD_01047,HW372_14290,ECs_1428
ECD_01048,HW372_14285,ECs_1429
ECD_01049,HW372_14280,
ECD_01050,HW372_14275,ECs_1432
ECD_01051,HW372_14270,ECs_1433
ECD_01052,HW372_14265,ECs_1434
ECD_01053,HW372_14260,ECs_1435
ECD_01054,HW372_14255,ECs_1436
ECD_01055,HW372_14250,ECs_1437
ECD_01056,HW372_14245,ECs_1438
ECD_01057,HW372_14240,ECs_1439
ECD_01058,HW372_14235,ECs_1440
ECD_01059,HW372_14230,ECs_1441
ECD_01060,HW372_14225,ECs_1442
ECD_01061,HW372_14220,ECs_1443
ECD_01062,HW372_14215,ECs_1444
ECD_01063,HW372_14210,ECs_1445
ECD_01064,HW372_14205,ECs_1446
ECD_01065,HW372_14200,ECs_1447
ECD_01066,HW372_14195,ECs_1448
ECD_01067,HW372_14190,ECs_1449
ECD_01068,HW372_14185,ECs_1450
ECD_01069,HW372_14180,ECs_1451
ECD_01070,HW372_14175,ECs_1452
ECD_01071,HW372_14170,ECs_1453
ECD_01072,HW372_14165,ECs_1454
ECD_01073,HW372_14160,ECs_1455
ECD_01074,HW372_14155,ECs_1456
ECD_01075,HW372_14150,ECs_1457
ECD_01076,HW372_14145,ECs_1458
ECD_01077,HW372_14140,ECs_1459
ECD_01078,HW372_14135,ECs_1460
ECD_01079,HW372_14130,ECs_1461
ECD_01080,HW372_14125,ECs_1462
ECD_01081,,
ECD_01082,HW372_14120,ECs_1464
ECD_01083,HW372_14115,ECs_1465
ECD_01084,HW372_14110,ECs_1466
ECD_01085,HW372_14105,ECs_1467
ECD_01086,HW372_14100,ECs_1468
ECD_01087,HW372_14095,ECs_1469
ECD_01088,HW372_14090,ECs_1470
ECD_01089,HW372_14085,ECs_1471
ECD_01090,HW372_14080,ECs_1472
ECD_01091,HW372_14075,ECs_1473
ECD_01092,HW372_14070,ECs_1474
ECD_01093,HW372_14065,ECs_1475
ECD_01094,HW372_14060,ECs_1476
ECD_01095,HW372_14055,ECs_1477
ECD_01096,HW372_14050,ECs_1478
ECD_01097,HW372_14045,ECs_1479
ECD_01098,HW372_14040,ECs_1480
ECD_01099,HW372_14035,ECs_1481
ECD_01100,HW372_14030,ECs_1482
ECD_01101,HW372_14025,ECs_1483
ECD_01102,HW372_14020,ECs_1484
ECD_01103,HW372_14015,ECs_1485
ECD_01104,HW372_14010,ECs_1486
ECD_01105,HW372_14005,ECs_1487
ECD_01106,HW372_14000,ECs_1488
ECD_01107,HW372_13995,ECs_1489
ECD_01108,HW372_13990,ECs_1490
ECD_01109,HW372_13985,ECs_1491
ECD_01110,HW372_13980,ECs_1492
ECD_01111,HW372_13975,ECs_1493
ECD_01112,HW372_13970,ECs_1494
ECD_01113,HW372_13965,ECs_1495
ECD_01114,HW372_13960,ECs_1496
ECD_01117,,
ECD_01118,HW372_13950,ECs_1498
ECD_01119,HW372_13945,
ECD_01120,HW372_13940,
ECD_01121,HW372_13935,ECs_1499
ECD_01122,HW372_13930,ECs_1500
ECD_01123,HW372_13925,ECs_1570
ECD_01124,HW372_13920,ECs_1571
ECD_01125,HW372_13915,ECs_1572
ECD_01126,HW372_13910,ECs_1573
ECD_01127,HW372_13905,ECs_1601
ECD_01128,HW372_13900,ECs_1602
ECD_01129,HW372_13895,ECs_1603
ECD_01130,HW372_13890,ECs_1604
ECD_01131,HW372_13885,ECs_1605
ECD_01132,HW372_13880,ECs_1606
ECD_01133,HW372_13875,ECs_1607
ECD_01134,HW372_13870,ECs_1608
ECD_01135,,
ECD_01136,HW372_13575,ECs_1626
ECD_01137,HW372_13570,
ECD_01138,HW372_13565,
ECD_01139,HW372_13560,
ECD_01140,HW372_13555,
ECD_01141,HW372_13550,
ECD_01142,HW372_13545,
ECD_01143,,
ECD_01144,HW372_13535,
ECD_01146,HW372_13520,
ECD_01147,HW372_13515,
ECD_01148,,
ECD_01149,HW372_13490,ECs_1668
ECD_01150,HW372_13485,ECs_1669
ECD_01151,HW372_13480,ECs_1670
ECD_01152,HW372_13475,ECs_1671
ECD_01153,HW372_13470,ECs_1672
ECD_01154,HW372_13465,ECs_1674
ECD_01155,HW372_13460,ECs_1675
ECD_01156,HW372_13455,ECs_1676
ECD_01158,HW372_13445,ECs_1678
ECD_01159,HW372_13440,ECs_1679
ECD_01160,HW372_13435,ECs_1680
ECD_01161,HW372_13430,ECs_1681
ECD_01162,HW372_13425,ECs_1682
ECD_01163,HW372_13420,ECs_1683
ECD_01164,HW372_13415,ECs_1684
ECD_01165,HW372_13410,ECs_1685
ECD_01166,HW372_13405,ECs_1686
ECD_01167,HW372_13400,ECs_1687
ECD_01168,HW372_13395,ECs_1688
ECD_01169,HW372_13390,
ECD_01170,HW372_13385,ECs_1692
ECD_01171,,
ECD_01172,HW372_13350,ECs_1701
ECD_01173,HW372_13345,ECs_1703
ECD_01174,HW372_13340,ECs_1704
ECD_01175,HW372_13335,ECs_1705
ECD_01176,HW372_13330,
ECD_01177,,
ECD_01178,HW372_13320,ECs_1708
ECD_01179,HW372_13315,ECs_1709
ECD_01180,HW372_13310,ECs_1710
ECD_01181,HW372_13305,ECs_1711
ECD_01182,HW372_13300,ECs_1712
ECD_01183,HW372_13295,ECs_1713
ECD_01184,HW372_13290,ECs_1714
ECD_01185,HW372_13285,ECs_1715
ECD_01186,HW372_13280,ECs_1716
ECD_01187,HW372_13275,ECs_1717
ECD_01188,HW372_13270,ECs_1718
ECD_01189,HW372_13265,ECs_1719
ECD_01190,HW372_13260,ECs_1720
ECD_01191,,
ECD_01192,HW372_13255,ECs_5718
ECD_01193,,
ECD_01194,HW372_13250,ECs_1721
ECD_01195,HW372_13245,ECs_1722
ECD_01196,HW372_13240,ECs_1723
ECD_01197,HW372_13235,ECs_1724
ECD_01198,HW372_13230,ECs_1725
ECD_01199,HW372_13225,ECs_1726
ECD_01200,HW372_13220,ECs_1727
ECD_01201,HW372_13215,ECs_1728
ECD_01202,HW372_13210,ECs_1729
ECD_01203,HW372_13205,ECs_1730
ECD_01204,HW372_13200,ECs_1731
ECD_01205,HW372_13195,ECs_1732
ECD_01208,HW372_13140,ECs_1734
ECD_01209,HW372_13135,ECs_1735
ECD_01210,HW372_13130,ECs_1736
ECD_01211,HW372_13125,ECs_1737
ECD_01212,HW372_13120,ECs_1738
ECD_01213,HW372_13115,ECs_1739
ECD_01214,HW372_13110,ECs_1740
ECD_01215,HW372_13100,ECs_1741
ECD_01216,HW372_13095,ECs_1742
ECD_01217,HW372_13090,ECs_1743
ECD_01218,HW372_13085,ECs_1744
ECD_01219,HW372_13080,ECs_1745
ECD_01220,HW372_13075,ECs_1746
ECD_01221,HW372_13070,ECs_1747
ECD_01222,HW372_13065,ECs_1748
ECD_01223,HW372_13060,ECs_1749
ECD_01224,HW372_13050,ECs_1750
ECD_01225,HW372_13045,ECs_1751
ECD_01226,HW372_13040,ECs_1752
ECD_01227,HW372_13035,ECs_1753
ECD_01228,HW372_13030,ECs_1754
ECD_01229,HW372_13025,ECs_1755
ECD_01230,HW372_13015,ECs_1756
ECD_01231,HW372_13010,ECs_1829
ECD_01232,HW372_13005,ECs_1830
ECD_01233,,ECs_1831
ECD_01234,HW372_13000,ECs_1832
ECD_01235,HW372_12995,ECs_1833
ECD_01236,HW372_12990,ECs_1834
ECD_01237,HW372_12985,ECs_1835
ECD_01238,HW372_12980,ECs_1836
ECD_01239,,
ECD_01240,HW372_12970,ECs_1838
ECD_01241,HW372_12965,ECs_1839
ECD_01245,HW372_12955,ECs_1841
ECD_01246,HW372_12950,ECs_1842
ECD_01247,HW372_12945,ECs_1843
ECD_01248,HW372_12940,ECs_1844
ECD_01249,HW372_12935,ECs_1845
ECD_01250,HW372_12930,ECs_1846
ECD_01251,HW372_12925,ECs_1847
ECD_01253,HW372_12905,ECs_1849
ECD_01254,HW372_12900,ECs_1850
ECD_01255,HW372_12895,ECs_1851
ECD_01256,HW372_12890,ECs_1852
ECD_01257,HW372_12885,ECs_1853
ECD_01258,HW372_12880,ECs_1854
ECD_01259,HW372_12875,ECs_1855
ECD_01260,HW372_12870,ECs_1856
ECD_01261,HW372_12865,ECs_1857
ECD_01262,HW372_12855,ECs_1858
ECD_01263,HW372_12845,ECs_1859
ECD_01264,HW372_12840,ECs_1860
ECD_01265,HW372_12835,ECs_1861
ECD_01266,,
ECD_01267,HW372_12805,ECs_1867
ECD_01268,HW372_12800,ECs_1868
ECD_01269,HW372_12795,ECs_1869
ECD_01270,HW372_12790,ECs_1870
ECD_01271,HW372_12785,ECs_1871
ECD_01272,HW372_12780,ECs_1872
ECD_01273,,ECs_1873
ECD_01274,,ECs_1874
ECD_01275,,ECs_1875
ECD_01276,,ECs_1876
ECD_01277,,ECs_1877
ECD_01278,,ECs_1878
ECD_01279,,ECs_1879
ECD_01280,HW372_12770,ECs_1880
ECD_01281,HW372_12765,ECs_1881
ECD_01282,HW372_12760,ECs_1882
ECD_01283,HW372_12755,ECs_1883
ECD_01284,HW372_12750,ECs_1884
ECD_01285,HW372_12745,ECs_1885
ECD_01286,HW372_12740,
ECD_01287,HW372_12735,
ECD_01288,HW372_12730,ECs_1890
ECD_01289,HW372_12725,ECs_1891
ECD_01290,HW372_12720,ECs_1892
ECD_01291,HW372_12715,ECs_1893
ECD_01292,HW372_12710,ECs_1894
ECD_01293,HW372_12705,ECs_1895
ECD_01294,HW372_12700,ECs_1896
ECD_01295,HW372_12695,ECs_1897
ECD_01296,HW372_12690,ECs_1898
ECD_01297,HW372_12685,ECs_1899
ECD_01298,HW372_12680,ECs_1900
ECD_01299,HW372_12675,ECs_1901
ECD_01300,HW372_12670,ECs_1902
ECD_01301,HW372_12665,ECs_1903
ECD_01302,HW372_12660,ECs_1904
ECD_01303,,ECs_1905
ECD_01305,HW372_12640,ECs_1909
ECD_01306,HW372_12635,ECs_1910
ECD_01307,HW372_12630,ECs_1911
ECD_01308,HW372_12625,ECs_1912
ECD_01309,HW372_12620,ECs_1913
ECD_01310,HW372_12615,ECs_1914
ECD_01312,HW372_12605,ECs_1916
ECD_01313,,
ECD_01314,,ECs_1921
ECD_01315,HW372_22550,ECs_1922
ECD_01316,,ECs_1923
ECD_01317,HW372_12580,ECs_1924
ECD_01318,HW372_12575,ECs_1925
ECD_01319,HW372_12570,ECs_1926
ECD_01320,HW372_12565,ECs_1927
ECD_01321,HW372_12560,ECs_1928
ECD_01322,HW372_10075,ECs_1929
ECD_01323,,ECs_1930
ECD_01324,,ECs_1931
ECD_01325,,
ECD_01326,,ECs_1933
ECD_01328,,ECs_1935
ECD_01329,,ECs_5726
ECD_01330,,ECs_1936
ECD_01331,,ECs_1937
ECD_01332,,ECs_1939
ECD_01333,,ECs_1940
ECD_01334,,
ECD_01335,,
ECD_01336,,
ECD_01337,HW372_10210,ECs_2741
ECD_01338,,
ECD_01339,,
ECD_01340,,
ECD_01342,,
ECD_01343,HW372_13620,
ECD_01344,HW372_13615,
ECD_01345,,
ECD_01346,,
ECD_01347,HW372_12540,ECs_1997
ECD_01348,HW372_12535,
ECD_01349,HW372_12530,ECs_2000
ECD_01350,HW372_12525,ECs_5439
ECD_01351,HW372_12520,ECs_2001
ECD_01352,HW372_12515,ECs_2002
ECD_01353,HW372_12510,ECs_2003
ECD_01354,HW372_12505,ECs_2004
ECD_01355,HW372_12500,ECs_2005
ECD_01356,,
ECD_01357,,
ECD_01358,,
ECD_01360,,
ECD_01361,HW372_12490,ECs_2008
ECD_01362,,ECs_2009
ECD_01363,HW372_12485,ECs_2010
ECD_01364,HW372_12480,ECs_2011
ECD_01365,HW372_12475,ECs_2012
ECD_01366,HW372_12470,ECs_2013
ECD_01367,HW372_12465,ECs_2014
ECD_01368,HW372_12460,ECs_2015
ECD_01369,HW372_12455,ECs_2020
ECD_01370,HW372_12450,ECs_2021
ECD_01371,HW372_12445,ECs_2022
ECD_01374,HW372_12440,ECs_2023
ECD_01375,HW372_12435,ECs_2024
ECD_01376,HW372_12430,parB
ECD_01377,,ECs_2025
ECD_01378,,ECs_2026
ECD_01379,HW372_12420,ECs_2027
ECD_01380,HW372_12415,ECs_2028
ECD_01381,HW372_12410,ECs_2029
ECD_01382,,
ECD_01383,HW372_12405,ECs_2031
ECD_01384,HW372_12400,
ECD_01385,HW372_12395,ECs_2033
ECD_01386,HW372_12390,ECs_2034
ECD_01387,HW372_12385,ECs_2035
ECD_01388,HW372_12380,ECs_2036
ECD_01390,HW372_03375,ECs_3276
ECD_01391,HW372_12375,ECs_2037
ECD_01392,HW372_12370,ECs_2038
ECD_01393,HW372_12365,ECs_2039
ECD_01394,HW372_12360,ECs_2040
ECD_01395,,ECs_2042
ECD_01396,HW372_12350,ECs_2043
ECD_01397,HW372_12345,ECs_2044
ECD_01398,HW372_12340,ECs_2045
ECD_01399,HW372_12335,ECs_2046
ECD_01400,HW372_12330,ECs_2047
ECD_01401,HW372_12325,ECs_2048
ECD_01402,HW372_12315,ECs_2049
ECD_01403,HW372_12310,ECs_2050
ECD_01404,HW372_12305,ECs_2051
ECD_01405,HW372_12300,ECs_2052
ECD_01406,,ECs_2053
ECD_01407,,ECs_2054
ECD_01408,HW372_12285,ECs_2055
ECD_01409,HW372_12280,ECs_2056
ECD_01410,HW372_12275,ECs_2057
ECD_01411,HW372_12265,ECs_2058
ECD_01412,,ECs_2059
ECD_01413,HW372_12255,ECs_0607
ECD_01414,,
ECD_01415,,ECs_0244
ECD_01416,,ECs_0245
ECD_01417,,
ECD_01418,,
ECD_01419,,ECs_2064
ECD_01420,HW372_12200,
ECD_01421,HW372_12195,
ECD_01423,HW372_12185,ECs_2068
ECD_01424,HW372_12180,ECs_2069
ECD_01425,HW372_12175,ECs_2070
ECD_01426,HW372_12170,ECs_2071
ECD_01427,HW372_12165,ECs_2072
ECD_01428,,
ECD_01429,,ECs_2073
ECD_01430,,
ECD_01431,HW372_12160,ECs_2077
ECD_01432,HW372_12155,ECs_2078
ECD_01433,HW372_12150,ECs_2079
ECD_01434,HW372_12145,ECs_2080
ECD_01435,HW372_12140,ECs_2081
ECD_01436,HW372_12130,ECs_2082
ECD_01437,HW372_12125,ECs_2083
ECD_01438,HW372_12120,ECs_2084
ECD_01439,HW372_12115,ECs_2085
ECD_01440,HW372_12110,ECs_2086
ECD_01441,,ECs_2087
ECD_01442,,ECs_2088
ECD_01443,HW372_21830,ECs_2089
ECD_01444,,ECs_2090
ECD_01445,,ECs_2091
ECD_01446,,ECs_2092
ECD_01447,HW372_12105,
ECD_01448,HW372_12100,ECs_2095
ECD_01449,HW372_12095,ECs_2096
ECD_01450,HW372_12090,ECs_2097
ECD_01451,HW372_12085,ECs_2098
ECD_01452,HW372_12080,ECs_2099
ECD_01453,HW372_12075,ECs_2100
ECD_01454,HW372_12070,ECs_2101
ECD_01455,HW372_12060,ECs_2102
ECD_01456,HW372_12055,ECs_2103
ECD_01457,HW372_12050,ECs_2104
ECD_01458,HW372_12045,ECs_2105
ECD_01459,HW372_12040,ECs_2106
ECD_01460,HW372_12035,ECs_2107
ECD_01461,HW372_12030,ECs_2108
ECD_01462,HW372_12025,ECs_2109
ECD_01463,,
ECD_01468,HW372_12010,ECs_2113
ECD_01469,HW372_11995,
ECD_01470,HW372_11990,
ECD_01472,,ECs_2122
ECD_01473,,ECs_2123
ECD_01474,,ECs_2124
ECD_01475,,ECs_2125
ECD_01476,HW372_11985,ECs_2126
ECD_01477,HW372_11980,ECs_2127
ECD_01478,HW372_11975,ECs_2128
ECD_01479,HW372_11970,ECs_2129
ECD_01480,HW372_11965,ECs_2130
ECD_01481,HW372_11960,ECs_2131
ECD_01482,HW372_11955,ECs_2132
ECD_01483,HW372_11950,ECs_2133
ECD_01484,,
ECD_01485,HW372_11940,ECs_2135
ECD_01486,HW372_11935,ECs_2136
ECD_01487,,
ECD_01488,,
ECD_01489,HW372_11930,ECs_2137
ECD_01490,HW372_11925,ECs_2138
ECD_01491,HW372_11920,ECs_2139
ECD_01492,HW372_11885,ECs_2140
ECD_01493,HW372_11880,ECs_2141
ECD_01494,HW372_11870,ECs_2144
ECD_01495,,ECs_2145
ECD_01496,,ECs_2146
ECD_01497,HW372_11860,ECs_2147
ECD_01498,HW372_11855,ECs_2148
ECD_01499,HW372_11850,ECs_2149
ECD_01500,HW372_11845,ECs_2150
ECD_01501,HW372_11840,ECs_2151
ECD_01502,HW372_22065,
ECD_01504,HW372_20835,ECs_5249
ECD_01505,,
ECD_01506,,
ECD_01507,,
ECD_01508,HW372_13625,ECs_1123
ECD_01525,,
ECD_01527,,
ECD_01528,,
ECD_01529,HW372_10175,ECs_2195
ECD_01530,,ECs_1775
ECD_01531,,ECs_1774
ECD_01532,,ECs_2754
ECD_01533,,
ECD_01535,,ECs_1076
ECD_01536,HW372_10155,ECs_2276
ECD_01537,,ECs_1767
ECD_01538,,ECs_1766
ECD_01539,,ECs_1765
ECD_01540,,ECs_1505
ECD_01541,,ECs_1063
ECD_01542,,
ECD_01543,,ECs_2284
ECD_01544,,ECs_2285
ECD_01545,HW372_10085,ECs_2286
ECD_01546,HW372_10080,ECs_3012
ECD_01549,HW372_11830,
ECD_01550,HW372_11825,
ECD_01551,HW372_11820,ECs_2288
ECD_01552,HW372_11815,ECs_2289
ECD_01553,HW372_11810,ECs_2290
ECD_01554,HW372_11805,ECs_2291
ECD_01555,HW372_11800,ECs_2292
ECD_01556,HW372_11795,ECs_2293
ECD_01557,HW372_11790,ECs_2294
ECD_01558,HW372_11785,ECs_2295
ECD_01559,HW372_11780,ECs_2296
ECD_01560,HW372_11775,ECs_2297
ECD_01561,HW372_11770,ECs_2298
ECD_01562,HW372_11765,ECs_2299
ECD_01563,HW372_11760,ECs_2300
ECD_01564,HW372_11755,ECs_2301
ECD_01565,HW372_11750,ECs_2302
ECD_01566,HW372_11745,ECs_2303
ECD_01567,HW372_11735,ECs_2304
ECD_01568,HW372_11730,ECs_2305
ECD_01569,HW372_11725,ECs_2306
ECD_01570,HW372_11720,ECs_2307
ECD_01571,HW372_11715,ECs_2308
